"確定病名","發病年份","發病月份","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"14523","登革熱","2015","9","高雄市","前金區","M","否","15-19","3"
"14524","登革熱","2015","9","高雄市","湖內區","M","否","60-64","1"
"14525","登革熱","2015","9","高雄市","楠梓區","M","否","50-54","2"
"14526","登革熱","2015","9","嘉義市","西區","M","否","30-34","3"
"14527","登革熱","2016","1","高雄市","三民區","M","否","70+","3"
"14528","登革熱","2016","1","高雄市","仁武區","M","否","60-64","1"
"14529","登革熱","2016","1","高雄市","苓雅區","F","否","35-39","2"
"14530","登革熱","2016","1","高雄市","鳳山區","M","否","15-19","2"
"14531","登革熱","2016","1","高雄市","鹽埕區","F","否","45-49","1"
"14532","登革熱","2016","1","高雄市","鹽埕區","M","否","30-34","1"
"14533","登革熱","2016","10","台北市","內湖區","F","是","20-24","1"
"14534","登革熱","2016","10","屏東縣","崁頂鄉","F","是","15-19","1"
"14535","登革熱","2016","10","新北市","板橋區","M","是","65-69","1"
"14536","登革熱","2016","12","新北市","汐止區","F","是","70+","1"
"14537","登革熱","2016","4","台北市","大安區","F","是","25-29","1"
"14538","登革熱","2016","4","雲林縣","斗六市","F","是","40-44","1"
"14539","登革熱","2016","4","新竹縣","湖口鄉","F","是","25-29","1"
"14540","登革熱","2016","5","台南市","官田區","M","是","25-29","1"
"14541","登革熱","2016","7","苗栗縣","三義鄉","M","是","15-19","1"
"14542","登革熱","2016","7","彰化縣","彰化市","F","是","5-9","1"
"14543","登革熱","2016","8","台北市","內湖區","M","是","25-29","1"
"14544","登革熱","2017","2","台中市","北區","F","是","30-34","1"
"14545","登革熱","2017","2","台中市","北區","M","是","25-29","1"
"14546","登革熱","2017","3","桃園市","桃園區","F","是","40-44","1"
"14547","登革熱","2014","9","高雄市","新興區","F","否","45-49","4"
"14548","登革熱","2014","9","高雄市","鹽埕區","F","否","60-64","2"
"14549","登革熱","2015","1","高雄市","仁武區","F","否","25-29","1"
"14550","登革熱","2015","1","高雄市","左營區","F","否","1","1"
"14551","登革熱","2015","1","高雄市","橋頭區","F","否","50-54","1"
"14552","登革熱","2015","10","台南市","仁德區","M","否","55-59","4"
"14553","登革熱","2015","10","台南市","北區","F","否","60-64","41"
"14554","登革熱","2015","10","台南市","玉井區","F","否","70+","5"
"14555","登革熱","2015","10","台南市","安平區","F","否","70+","19"
"14556","登革熱","2015","10","台南市","南區","F","否","35-39","23"
"14557","登革熱","2015","10","台南市","南區","M","否","5-9","9"
"14558","登革熱","2015","10","台南市","新化區","F","否","15-19","1"
"14559","登革熱","2015","10","台南市","歸仁區","M","否","45-49","1"
"14560","登革熱","2015","10","屏東縣","潮州鎮","M","否","35-39","1"
"14561","登革熱","2015","10","高雄市","三民區","F","否","2","2"
"14562","登革熱","2015","10","高雄市","三民區","M","否","55-59","52"
"14563","登革熱","2015","10","高雄市","大寮區","M","否","20-24","1"
"14564","登革熱","2015","10","高雄市","大樹區","F","否","3","1"
"14565","登革熱","2015","10","高雄市","小港區","F","否","15-19","3"
"14566","登革熱","2015","10","高雄市","仁武區","F","否","45-49","3"
"14567","登革熱","2015","10","高雄市","仁武區","M","否","15-19","2"
"14568","登革熱","2015","10","高雄市","前鎮區","M","否","5-9","6"
"14569","登革熱","2015","10","高雄市","茄萣區","M","否","20-24","2"
"14570","登革熱","2015","10","高雄市","湖內區","M","否","30-34","1"
"14571","登革熱","2015","10","高雄市","湖內區","M","否","70+","2"
"14572","登革熱","2015","10","高雄市","新興區","M","是","25-29","1"
"14573","登革熱","2015","10","高雄市","楠梓區","F","否","35-39","2"
"14574","登革熱","2015","10","高雄市","路竹區","M","否","70+","1"
"14575","登革熱","2015","10","高雄市","旗津區","F","否","30-34","1"
"14576","登革熱","2015","10","高雄市","旗津區","M","否","35-39","1"
"14577","登革熱","2015","10","高雄市","旗津區","M","否","50-54","6"
"14578","登革熱","2015","10","高雄市","燕巢區","M","否","40-44","1"
"14579","登革熱","2015","10","新北市","三重區","M","是","25-29","1"
"14580","登革熱","2015","10","新竹市","北區","M","是","30-34","1"
"14581","登革熱","2015","11","台南市","永康區","F","否","15-19","3"
"14582","登革熱","2015","11","台南市","永康區","F","否","20-24","3"
"14583","登革熱","2015","11","台南市","安平區","F","否","60-64","1"
"14584","登革熱","2015","11","台南市","安定區","F","否","55-59","1"
"14585","登革熱","2015","11","台南市","安南區","F","否","55-59","6"
"14586","登革熱","2015","11","台南市","東區","F","否","40-44","5"
"14587","登革熱","2015","11","台南市","南區","F","否","50-54","5"
"14588","登革熱","2015","11","台南市","歸仁區","F","否","10-14","1"
"14589","登革熱","2015","11","屏東縣","內埔鄉","M","否","20-24","1"
"14590","登革熱","2015","11","屏東縣","屏東市","F","否","15-19","3"
"14591","登革熱","2015","11","屏東縣","新埤鄉","M","否","25-29","1"
"14592","登革熱","2015","11","桃園市","中壢區","M","是","30-34","1"
"14593","登革熱","2015","11","桃園市","蘆竹區","F","否","35-39","1"
"14594","登革熱","2015","11","高雄市","三民區","F","否","15-19","52"
"14595","登革熱","2015","11","高雄市","三民區","M","否","35-39","60"
"14596","登革熱","2015","11","高雄市","大樹區","F","否","10-14","1"
"14597","登革熱","2015","11","高雄市","仁武區","M","是","20-24","1"
"14598","登革熱","2015","11","高雄市","永安區","F","否","45-49","1"
"14599","登革熱","2015","11","高雄市","阿蓮區","F","否","15-19","3"
"14600","登革熱","2015","11","高雄市","前金區","M","否","35-39","4"
"14601","登革熱","2015","11","高雄市","前鎮區","F","否","0","2"
"14602","登革熱","2015","11","高雄市","茄萣區","F","否","70+","7"
"14603","登革熱","2015","11","高雄市","梓官區","M","否","45-49","2"
"14604","登革熱","2015","11","高雄市","楠梓區","F","否","4","1"
"14605","登革熱","2015","11","高雄市","楠梓區","F","否","50-54","16"
"14606","登革熱","2015","11","高雄市","楠梓區","M","否","40-44","9"
"14607","登革熱","2015","11","高雄市","旗山區","M","否","50-54","1"
"14608","登革熱","2015","11","高雄市","鹽埕區","F","否","55-59","6"
"14609","登革熱","2015","11","雲林縣","古坑鄉","M","否","40-44","1"
"14610","登革熱","2015","11","彰化縣","社頭鄉","F","否","70+","1"
"14611","登革熱","2015","12","台南市","永康區","F","否","70+","1"
"14612","登革熱","2015","12","台南市","歸仁區","F","否","55-59","1"
"14613","登革熱","2015","12","屏東縣","屏東市","F","否","70+","1"
"14614","登革熱","2015","12","高雄市","三民區","M","否","20-24","13"
"14615","登革熱","2015","12","高雄市","大社區","M","否","10-14","1"
"14616","登革熱","2015","12","高雄市","小港區","F","否","60-64","17"
"14617","登革熱","2015","12","高雄市","岡山區","F","否","40-44","1"
"14618","登革熱","2015","12","高雄市","岡山區","M","否","10-14","4"
"14619","登革熱","2015","12","高雄市","前鎮區","M","否","65-69","15"
"14620","登革熱","2015","12","高雄市","苓雅區","F","否","40-44","14"
"14621","登革熱","2015","12","高雄市","苓雅區","M","否","3","1"
"14622","登革熱","2015","12","高雄市","鼓山區","M","否","10-14","4"
"14623","登革熱","2015","12","高雄市","旗山區","F","否","30-34","1"
"14624","登革熱","2015","12","高雄市","旗山區","F","否","70+","5"
"14625","登革熱","2015","12","高雄市","鳳山區","M","否","30-34","31"
"14626","登革熱","2015","5","屏東縣","東港鎮","F","是","70+","1"
"14627","登革熱","2015","5","高雄市","楠梓區","F","否","40-44","1"
"14628","登革熱","2015","6","台北市","松山區","F","是","60-64","1"
"14629","登革熱","2015","6","高雄市","左營區","M","否","65-69","1"
"14630","登革熱","2015","7","桃園市","大園區","F","是","35-39","1"
"14631","登革熱","2015","7","高雄市","左營區","F","否","30-34","1"
"14632","登革熱","2015","7","高雄市","楠梓區","M","否","65-69","1"
"14633","登革熱","2015","8","台北市","信義區","F","否","15-19","1"
"14634","登革熱","2015","8","台南市","中西區","F","否","20-24","14"
"14635","登革熱","2015","8","台南市","中西區","M","否","25-29","18"
"14636","登革熱","2015","8","台南市","仁德區","F","否","2","1"
"14637","登革熱","2015","8","台南市","永康區","M","否","55-59","11"
"14638","登革熱","2015","8","台南市","安平區","F","否","70+","5"
"14639","登革熱","2015","8","台南市","安南區","F","否","65-69","9"
"14640","登革熱","2015","8","台南市","安南區","M","否","70+","17"
"14641","登革熱","2015","8","台南市","南區","F","否","35-39","15"
"14642","登革熱","2015","8","台南市","善化區","M","否","60-64","3"
"14643","登革熱","2015","8","高雄市","大寮區","M","否","15-19","1"
"14644","登革熱","2015","8","高雄市","大樹區","F","否","3","1"
"14645","登革熱","2015","8","高雄市","湖內區","M","否","30-34","1"
"14646","登革熱","2015","5","台南市","歸仁區","M","是","45-49","1"
"14647","登革熱","2015","6","桃園市","八德區","M","是","70+","1"
"14648","登革熱","2015","7","台南市","中西區","M","否","60-64","2"
"14649","登革熱","2015","7","台南市","北區","M","否","20-24","7"
"14650","登革熱","2015","7","台南市","安南區","M","否","55-59","3"
"14651","登革熱","2015","7","雲林縣","斗六市","F","是","35-39","1"
"14652","登革熱","2015","8","台中市","南屯區","M","是","45-49","1"
"14653","登革熱","2015","8","台中市","豐原區","F","否","35-39","1"
"14654","登革熱","2015","8","台南市","玉井區","M","否","65-69","1"
"14655","登革熱","2015","8","台南市","白河區","M","否","65-69","1"
"14656","登革熱","2015","8","台南市","佳里區","M","否","50-54","1"
"14657","登革熱","2015","8","台南市","南區","F","否","55-59","25"
"14658","登革熱","2015","8","台南市","柳營區","F","否","65-69","1"
"14659","登革熱","2015","8","高雄市","三民區","M","否","55-59","6"
"14660","登革熱","2015","8","高雄市","阿蓮區","F","否","40-44","1"
"14661","登革熱","2015","8","高雄市","前金區","F","否","5-9","1"
"14662","登革熱","2015","8","高雄市","苓雅區","M","否","50-54","3"
"14663","登革熱","2015","8","高雄市","梓官區","M","否","50-54","1"
"14664","登革熱","2015","8","高雄市","楠梓區","F","否","10-14","1"
"14665","登革熱","2015","8","高雄市","旗津區","M","是","40-44","1"
"14666","登革熱","2015","8","高雄市","鳳山區","F","否","40-44","1"
"14667","登革熱","2015","8","新竹縣","新埔鎮","F","否","65-69","1"
"14668","登革熱","2015","9","台中市","神岡區","M","否","20-24","2"
"14669","登革熱","2015","9","台南市","七股區","M","否","70+","1"
"14670","登革熱","2015","9","台南市","下營區","M","否","55-59","1"
"14671","登革熱","2015","9","台南市","中西區","M","否","3","1"
"14672","登革熱","2015","9","台南市","中西區","M","否","55-59","104"
"14673","登革熱","2015","9","台南市","安平區","F","否","0","2"
"14674","登革熱","2015","9","台南市","安平區","F","否","30-34","21"
"14675","登革熱","2015","9","台南市","安平區","M","否","20-24","14"
"14676","登革熱","2015","9","台南市","安南區","M","否","30-34","44"
"14677","登革熱","2015","9","台南市","安南區","M","否","45-49","27"
"14678","登革熱","2015","9","台南市","佳里區","M","否","55-59","2"
"14679","登革熱","2015","9","台南市","東區","F","否","3","4"
"14680","登革熱","2015","9","台南市","南區","F","否","5-9","20"
"14681","登革熱","2015","9","台南市","新市區","M","否","70+","1"
"14682","登革熱","2015","9","台南市","新營區","F","否","60-64","3"
"14683","登革熱","2015","9","台南市","鹽水區","F","否","45-49","1"
"14684","登革熱","2015","9","屏東縣","屏東市","M","否","10-14","1"
"14685","登革熱","2015","9","高雄市","三民區","F","否","25-29","9"
"14686","登革熱","2015","9","高雄市","三民區","M","否","5-9","11"
"14687","登革熱","2015","9","高雄市","小港區","M","否","40-44","2"
"14688","登革熱","2015","9","高雄市","岡山區","F","否","20-24","2"
"14689","登革熱","2015","9","高雄市","梓官區","F","否","15-19","1"
"14690","登革熱","2015","9","高雄市","梓官區","M","否","10-14","2"
"14691","登革熱","2015","9","高雄市","湖內區","F","否","45-49","1"
"14692","登革熱","2015","9","高雄市","旗山區","F","否","60-64","1"
"14693","登革熱","2015","9","雲林縣","斗六市","M","否","45-49","1"
"14694","登革熱","2016","1","高雄市","新興區","F","否","60-64","1"
"14695","登革熱","2016","1","高雄市","旗山區","M","否","25-29","1"
"14696","登革熱","2016","1","高雄市","鳳山區","F","否","55-59","2"
"14697","登革熱","2016","1","新北市","永和區","F","否","30-34","1"
"14698","登革熱","2016","10","台北市","中正區","F","是","25-29","1"
"14699","登革熱","2016","11","台北市","松山區","M","是","70+","1"
"14700","登革熱","2016","4","台北市","大安區","M","是","65-69","1"
"14701","登革熱","2016","8","台中市","太平區","M","是","30-34","1"
"14702","登革熱","2016","8","台中市","北區","F","是","5-9","1"
"14703","登革熱","2016","8","台中市","南區","M","是","20-24","1"
"14704","登革熱","2016","8","新竹縣","竹北市","M","是","30-34","1"
"14705","登革熱","2017","2","南投縣","埔里鎮","M","是","30-34","1"
